"Time","GPS Speed","GPS Nsat","GPS LatAcc","GPS LonAcc","GPS Slope","GPS Heading","GPS Gyro","GPS Altitude","GPS PosAccuracy","GPS SpdAccuracy","GPS Radius","GPS Latitude","GPS Longitude","Water Temp","AccelerometerX","AccelerometerY","AccelerometerZ","GyroX","GyroY","GyroZ","Logger Temperature","Internal Batt","RPM","Steering Angle","Pitch Angle","Yaw Angle"
"s","km/h"," ","g","g","deg","deg","deg/s","m","mm","km/h","m","deg","deg","°C","g","g","g","deg/s","deg/s","deg/s","°C","V","rpm","deg","deg","deg"
"5.400","37.6451","14","-0.0747","0.2159","-0.1390","-30.3883","-4.0733","154.9155","13.4000","0.1420","147.0882","44.98479467","4.85410368","18.3","0.41","0.04","0.91","-5.1","23.9","-1.2","10.5","3.5","6629","-0.8","40.0","-84.7"
"5.450","37.8990","14","-0.1081","0.2375","-0.1107","-30.4808","-5.8415","154.8713","13.3000","0.1295","103.2588","44.98479888","4.85409994","18.2","0.45","0.04","0.92","2.9","-15.6","-3.7","10.5","3.5","6625","-0.8","40.0","-85.0"
"5.500","38.3773","14","-0.1026","0.2535","-0.1633","-30.8279","-5.4786","154.8171","13.3000","0.1170","111.4871","44.98480318","4.85409617","18.2","0.41","0.05","0.90","3.3","18.3","-2.0","10.5","3.5","6621","-1.0","40.2","-85.2"
"5.550","38.5926","14","-0.0765","0.2567","-0.1132","-31.1133","-4.0426","154.7778","13.2450","0.1100","151.9375","44.98480742","4.85409226","18.2","0.45","0.07","0.92","1.1","-30.5","-2.2","10.5","3.5","6620","-1.3","40.2","-85.3"
"5.600","38.8888","14","-0.0543","0.2701","-0.0854","-31.2275","-2.8321","154.7358","13.2000","0.1020","218.5444","44.98481178","4.85408837","18.3","0.42","0.07","0.92","-0.9","-7.0","-3.2","10.5","3.5","6623","-1.2","40.0","-85.3"
"5.650","39.4572","14","-0.0062","0.2487","-0.0807","-31.5398","-0.3193","154.6818","13.1000","0.1000","1966.6686","44.98481600","4.85408435","18.3","0.45","0.07","0.92","0.9","-32.0","-0.5","10.5","3.5","6623","-1.1","39.9","-85.2"
"5.700","40.1252","14","0.0443","0.2190","-0.0579","-31.1741","2.2561","154.6642","13.1000","0.1000","283.0654","44.98482049","4.85408041","18.3","0.44","0.07","0.91","-2.1","7.4","-2.5","10.5","3.5","6621","-1.1","39.9","-85.2"
"5.750","40.4588","14","0.0587","0.1936","-0.0566","-30.8479","2.9653","154.6415","13.0450","0.0945","217.1508","44.98482500","4.85407642","18.2","0.45","0.07","0.91","-2.4","10.2","-3.4","10.5","3.5","6624","-1.1","40.0","-85.3"
"5.800","40.8209","14","0.0677","0.2093","-0.0242","-30.4563","3.3887","154.6214","13.0000","0.0900","191.7209","44.98482952","4.85407252","18.2","0.43","0.06","0.90","-0.1","17.2","-2.2","10.5","3.5","6630","-1.1","40.0","-85.4"
"5.850","41.1161","15","0.0528","0.2428","0.0380","-30.5500","2.6187","154.5886","12.9000","0.1000","249.8884","44.98483414","4.85406851","18.2","0.45","0.05","0.89","2.4","15.7","2.1","10.5","3.5","6638","-1.2","40.2","-85.4"
"5.900","41.3967","15","0.0617","0.2314","0.0662","-30.6124","3.0288","154.5684","12.9000","0.1000","217.5297","44.98483865","4.85406445","18.2","0.45","0.05","0.89","1.2","-0.1","-3.1","10.5","3.5","6654","-1.4","40.2","-85.5"
"5.950","41.9155","15","0.0638","0.2150","0.0803","-30.3512","3.1030","154.5366","12.8450","0.1000","214.9857","44.98484339","4.85406043","18.2","0.44","0.05","0.88","0.5","-14.0","-3.2","10.5","3.5","6674","-1.5","40.4","-85.5"
"6.000","42.3056","15","0.0404","0.2267","0.0979","-30.1967","1.9500","154.4956","12.8000","0.0920","345.2854","44.98484811","4.85405640","18.2","0.46","0.04","0.89","3.3","-33.3","-2.8","10.5","3.5","6700","-1.6","40.5","-85.6"
"6.050","42.5274","15","0.0162","0.2139","0.0693","-30.0542","0.7717","154.4520","12.7000","0.0900","877.1200","44.98485280","4.85405250","18.2","0.45","0.04","0.88","2.2","1.2","2.3","10.5","3.5","6737","-1.5","40.4","-85.4"
"6.100","43.0536","15","0.0096","0.2188","0.0844","-30.3355","0.4572","154.4354","12.7000","0.0900","1498.6019","44.98485748","4.85404833","18.2","0.45","0.03","0.89","0.3","16.7","4.3","10.5","3.5","6791","-1.5","40.3","-85.3"
"6.150","43.6373","15","-0.0083","0.2297","0.1271","-30.2755","-0.3862","154.4326","12.6450","0.0900","1798.2604","44.98486227","4.85404422","18.2","0.47","0.04","0.89","-0.7","0.1","-1.5","10.5","3.5","6846","-1.5","40.3","-85.3"
"6.200","43.9018","15","0.0037","0.2431","0.1627","-30.1614","0.1714","154.4303","12.6000","0.0980","4075.9126","44.98486707","4.85404022","18.2","0.45","0.04","0.89","-2.5","-17.4","-5.2","10.5","3.5","6898","-1.5","40.4","-85.4"
"6.250","44.2195","15","0.0153","0.2405","0.1608","-30.0478","0.7049","154.4184","12.5000","0.1000","998.4433","44.98487193","4.85403607","18.2","0.43","0.05","0.89","0.4","-22.6","-5.7","10.5","3.5","6962","-1.5","40.6","-85.6"
"6.300","44.8254","15","0.0201","0.2350","0.1384","-29.9620","0.9141","154.3768","12.5000","0.1000","780.4913","44.98487683","4.85403178","18.2","0.42","0.05","0.88","0.8","6.8","-3.2","10.5","3.5","7032","-1.7","40.7","-85.7"
"6.350","45.2278","15","0.0248","0.2392","0.1464","-30.1606","1.1183","154.3676","12.4450","0.1000","643.7046","44.98488183","4.85402760","18.2","0.39","0.06","0.88","-2.9","-20.4","-8.0","10.5","3.5","7097","-1.7","40.7","-85.7"
"6.400","45.4090","15","0.0274","0.2213","0.1689","-30.1335","1.2230","154.3619","12.4000","0.1000","590.9447","44.98488687","4.85402342","18.2","0.40","0.06","0.88","-3.7","-7.9","-6.6","10.5","3.5","7148","-1.5","40.6","-85.6"
"6.450","45.8045","15","0.0396","0.2142","0.1360","-29.8762","1.7569","154.3355","12.3950","0.1000","414.9398","44.98489191","4.85401912","18.1","0.42","0.06","0.87","-1.2","27.5","-0.6","10.5","3.5","7207","-1.3","40.6","-85.6"
"6.500","46.3426","15","0.0440","0.2171","0.1664","-29.8284","1.9363","154.3231","12.3000","0.1000","380.9214","44.98489707","4.85401479","18.1","0.45","0.06","0.87","-0.8","-9.3","-4.9","10.5","3.5","7267","-1.4","40.6","-85.7"
"6.550","46.7986","15","0.0479","0.2009","0.1328","-29.6793","2.0875","154.2838","12.3000","0.1000","356.7998","44.98490229","4.85401049","18.2","0.47","0.08","0.86","-2.0","-42.6","-3.3","10.5","3.5","7329","-1.4","40.6","-85.8"
"6.600","47.2049","15","0.0297","0.1948","0.1287","-29.4334","1.2850","154.2559","12.2200","0.1000","584.6425","44.98490751","4.85400618","18.1","0.48","0.07","0.85","-2.5","4.6","6.6","10.5","3.5","7378","-1.4","40.7","-86.0"
"6.650","47.3453","15","0.0478","0.2059","0.2118","-29.4776","2.0541","154.2615","12.2000","0.1000","366.8463","44.98491267","4.85400184","18.1","0.51","0.08","0.85","-1.9","43.9","7.5","10.5","3.5","7424","-1.4","40.8","-86.2"
"6.700","47.6209","15","0.0752","0.1899","0.1681","-29.3556","3.2049","154.2155","12.1700","0.1000","236.4878","44.98491789","4.85399755","18.1","0.55","0.09","0.86","-5.6","33.3","7.4","10.5","3.5","7476","-1.5","40.8","-86.2"
"6.750","47.8644","15","0.0883","0.1772","0.1381","-29.3300","3.7392","154.1879","12.1000","0.1000","203.7305","44.98492314","4.85399324","18.1","0.54","0.10","0.86","-14.0","20.2","2.3","10.5","3.5","7524","-1.3","40.7","-86.4"
"6.800","48.2117","15","0.0801","0.1614","0.1817","-29.1547","3.3709","154.1700","12.1000","0.1000","227.6276","44.98492849","4.85398904","18.1","0.51","0.11","0.83","-9.1","-4.1","-4.5","10.5","3.5","7565","-0.9","40.7","-86.6"
"6.850","48.7524","14","0.1011","0.1375","0.1865","-28.8448","4.2276","154.1406","12.0950","0.1000","183.5355","44.98493387","4.85398465","18.0","0.54","0.12","0.79","-6.3","1.0","-5.5","10.5","3.5","7589","-0.5","40.6","-86.7"
"6.900","48.7747","14","0.1304","0.0817","0.1676","-28.4671","5.4257","154.1152","12.0000","0.1000","143.0729","44.98493926","4.85398051","18.1","0.54","0.13","0.75","-6.8","1.1","-6.2","10.5","3.5","7587","-0.2","40.5","-86.8"
"6.950","48.8130","14","0.1555","0.0416","0.1599","-28.1819","6.4544","154.1106","12.0000","0.1000","120.3649","44.98494464","4.85397628","18.1","0.57","0.15","0.72","-6.6","-18.4","-12.0","10.5","3.5","7571","0.0","40.6","-87.2"
"7.000","49.0357","14","0.1968","0.0216","0.1672","-27.8772","8.1576","154.1160","11.9200","0.1000","95.6682","44.98495004","4.85397207","18.1","0.65","0.19","0.70","-11.6","-34.2","-15.0","10.5","3.5","7555","0.2","40.7","-87.7"
"7.050","49.0464","15","0.2385","0.0059","0.1539","-26.9556","9.8777","154.0930","11.9000","0.1000","79.0259","44.98495554","4.85396807","18.1","0.69","0.23","0.69","-18.6","-61.9","-21.1","10.5","3.5","7552","0.5","40.8","-88.3"
"7.100","48.5667","15","0.2744","-0.0411","0.1576","-27.0262","11.3636","154.0836","11.9000","0.1000","68.0209","44.98496087","4.85396407","18.1","0.71","0.27","0.70","-20.0","-73.8","-25.8","10.5","3.5","7557","1.0","40.7","-89.0"
"7.150","48.4420","14","0.3070","-0.1019","0.2180","-26.4558","12.7396","154.1005","11.8450","0.1000","60.5183","44.98496630","4.85396021","18.1","0.71","0.31","0.71","-27.9","-48.3","-24.4","10.5","3.5","7533","1.6","40.7","-89.8"
"7.200","48.3566","14","0.3213","-0.1353","0.2210","-25.2942","13.3816","154.0807","11.8000","0.1000","57.5132","44.98497178","4.85395665","18.1","0.71","0.35","0.71","-30.4","-23.3","-23.2","10.5","3.5","7496","2.4","40.7","-90.8"
"7.250","48.2139","15","0.3416","-0.1208","0.1561","-24.6215","14.2988","154.0167","11.7950","0.1000","53.6651","44.98497722","4.85395319","18.1","0.70","0.36","0.70","-27.4","7.8","-17.7","10.5","3.5","7498","3.2","40.7","-91.9"
"7.300","47.9083","15","0.3589","-0.1093","0.1319","-24.1960","15.0890","153.9810","11.7000","0.1000","50.5325","44.98498270","4.85394974","18.0","0.70","0.38","0.70","-10.6","43.5","-6.0","10.5","3.5","7482","3.8","40.8","-93.0"
"7.350","48.1042","15","0.3738","-0.0946","0.1899","-23.0016","15.7789","153.9693","11.7000","0.1000","48.5206","44.98498829","4.85394647","18.0","0.70","0.41","0.70","-9.2","40.6","-7.0","10.5","3.5","7468","3.7","40.9","-94.0"
"7.400","47.5935","15","0.3822","-0.0938","0.1756","-22.2317","16.1919","153.9304","11.7000","0.1000","46.7809","44.98499379","4.85394331","18.1","0.69","0.42","0.72","-17.5","11.5","-12.5","10.6","3.5","7473","3.5","41.0","-94.8"
"7.450","47.2744","15","0.4025","-0.0430","0.1331","-21.7108","17.1118","153.8886","11.6000","0.1105","43.9693","44.98499925","4.85394028","18.1","0.63","0.43","0.74","-25.8","-9.6","-19.9","10.6","3.5","7496","3.8","41.1","-95.9"
"7.500","47.1691","15","0.4250","-0.0326","0.1580","-20.6202","18.0999","153.8807","11.6000","0.1200","41.4763","44.98500485","4.85393739","18.0","0.59","0.43","0.78","-23.8","-38.5","-28.3","10.6","3.5","7542","4.2","41.1","-97.1"
"7.550","47.5962","15","0.4752","0.0175","0.0990","-19.8414","20.2571","153.8278","11.6000","0.1145","37.3951","44.98501059","4.85393455","18.1","0.57","0.46","0.82","-17.8","-26.2","-32.8","10.6","3.5","7599","4.8","41.0","-98.2"
"7.600","47.8519","15","0.5138","0.0683","0.0694","-18.8190","21.8896","153.7721","11.5200","0.1100","34.7921","44.98501639","4.85393190","18.1","0.55","0.50","0.87","-19.0","14.2","-33.6","10.6","3.5","7709","5.0","40.8","-99.3"
"7.650","47.6855","15","0.5911","0.1454","0.0279","-17.2965","25.1172","153.7303","11.5000","0.1105","30.2159","44.98502229","4.85392940","18.1","0.53","0.54","0.90","-20.6","37.6","-20.0","10.6","3.5","7799","5.0","40.8","-100.8"
"7.700","47.6101","15","0.6453","0.1184","0.0158","-16.1939","27.2848","153.6809","11.5000","0.1200","27.7714","44.98502810","4.85392726","18.1","0.51","0.58","0.91","-16.7","24.9","-10.4","10.6","3.5","7884","4.9","40.8","-102.5"
"7.750","48.2604","15","0.6788","0.1238","-0.0026","-14.6504","28.5865","153.6407","11.4450","0.1200","26.8690","44.98503418","4.85392526","18.1","0.50","0.61","0.92","-8.4","-4.2","-20.2","10.6","3.5","7958","4.5","40.8","-104.1"
"7.800","48.6813","15","0.7022","0.1343","-0.0501","-12.9571","29.4411","153.6036","11.4000","0.1280","26.3165","44.98504045","4.85392348","18.0","0.49","0.65","0.94","-9.4","5.8","-28.4","10.6","3.5","8033","3.9","40.8","-105.6"
"7.850","49.0026","15","0.7533","0.1735","-0.0497","-11.3414","31.4362","153.5707","11.4000","0.1400","24.8090","44.98504666","4.85392207","18.0","0.48","0.69","0.94","-19.1","22.6","-24.9","10.6","3.5","8085","3.4","40.9","-107.1"
"7.900","49.2047","14","0.7491","0.1644","-0.0785","-9.8867","31.0768","153.5391","11.3700","0.1430","25.1994","44.98505302","4.85392080","18.1","0.48","0.70","0.95","-25.4","6.6","-29.8","10.6","3.5","8149","3.3","40.9","-108.7"
"7.950","49.5578","14","0.7304","0.1675","-0.0659","-8.5384","30.1336","153.5278","11.3000","0.1720","26.1747","44.98505947","4.85391983","18.1","0.47","0.69","0.94","-8.7","22.1","-18.5","10.6","3.5","8197","3.5","40.9","-110.1"
"8.000","49.1205","14","0.7160","0.2039","0.0914","-6.7686","29.3687","153.5672","11.3000","0.2140","26.6194","44.98506573","4.85391911","18.0","0.47","0.67","0.93","10.0","7.8","-11.8","10.6","3.5","8257","3.2","40.9","-111.2"
"8.050","49.0363","14","0.6556","0.2551","0.2306","-6.0483","26.6984","153.6094","11.2950","0.2100","29.2316","44.98507201","4.85391838","18.0","0.46","0.65","0.93","9.1","-0.7","-7.0","10.6","3.5","8310","2.2","41.0","-111.9"
"8.100","50.3677","14","0.6035","0.2778","0.1591","-4.5124","24.3640","153.5408","11.2000","0.2130","32.9021","44.98507874","4.85391820","18.0","0.46","0.61","0.93","-6.7","-2.4","-8.4","10.6","3.5","8350","1.4","41.1","-112.6"
"8.150","51.6044","14","0.5418","0.3077","0.1086","-3.2728","21.6609","153.4705","11.2000","0.2090","37.9167","44.98508560","4.85391804","18.0","0.46","0.53","0.93","-12.5","-16.9","-13.2","10.6","3.5","8384","1.3","41.1","-113.3"
"8.200","51.7078","14","0.4623","0.3241","0.1354","-2.3843","18.2890","153.4549","11.2000","0.1920","44.9972","44.98509219","4.85391792","18.0","0.45","0.44","0.92","-5.0","7.0","-13.2","10.6","3.5","8434","1.4","41.1","-113.9"
"8.250","52.3175","14","0.4021","0.3538","0.2149","-1.4226","15.7301","153.4544","11.1950","0.1890","52.9341","44.98509900","4.85391798","18.0","0.45","0.36","0.91","2.8","16.4","-8.6","10.6","3.5","8509","1.3","41.2","-114.3"
"8.300","52.8731","14","0.3512","0.3603","0.2015","-0.8605","13.5771","153.4309","11.1000","0.1670","61.9795","44.98510589","4.85391799","18.0","0.44","0.30","0.90","8.2","14.2","-4.4","10.6","3.5","8576","1.1","41.2","-114.6"
"8.350","53.5196","14","0.2818","0.3674","0.1901","-0.3365","10.7662","153.3942","11.1000","0.1545","79.1169","44.98511283","4.85391805","18.0","0.45","0.25","0.91","7.2","38.5","0.6","10.6","3.5","8647","0.7","41.3","-114.8"
"8.400","54.0349","14","0.2164","0.3598","0.2050","-0.0352","8.1665","153.3858","11.1000","0.1420","105.3069","44.98511983","4.85391812","18.0","0.46","0.19","0.92","6.9","26.7","2.4","10.6","3.5","8708","0.3","41.3","-114.9"
"8.450","54.7837","15","0.1689","0.3421","0.1590","0.1606","6.2974","153.3643","11.0950","0.1395","138.4550","44.98512691","4.85391826","18.0","0.47","0.14","0.94","2.9","15.4","3.9","10.6","3.5","8773","-0.2","41.3","-115.1"
"8.500","55.1295","15","0.1467","0.2612","0.1824","0.5793","5.4138","153.3549","11.0000","0.1300","162.0702","44.98513391","4.85391854","18.0","0.50","0.11","0.96","1.1","-1.7","-4.5","10.6","3.5","8845","-0.4","41.3","-115.2"
"8.550","55.4722","15","0.0958","0.2720","0.1906","0.9839","3.5109","153.3725","11.0000","0.1300","251.4671","44.98514098","4.85391888","18.0","0.49","0.09","0.95","3.5","-19.5","-10.6","10.6","3.5","8919","-0.6","41.2","-115.4"
"8.600","56.1036","15","0.0691","0.3470","0.2274","1.1462","2.5059","153.3846","11.0000","0.1300","356.3201","44.98514819","4.85391922","18.0","0.47","0.07","0.92","8.8","-11.2","-3.5","10.6","3.5","8987","-0.8","41.1","-115.5"
"8.650","57.1054","15","0.0587","0.3817","0.2033","1.1007","2.1057","153.3777","11.0000","0.1300","431.6200","44.98515556","4.85391940","18.0","0.48","0.04","0.93","12.8","6.1","6.0","10.6","3.5","9066","-1.1","41.0","-115.6"
"8.700","57.8498","15","0.0455","0.3106","0.1773","0.9963","1.6127","153.3791","10.9700","0.1300","570.9124","44.98516294","4.85391967","18.0","0.49","0.02","0.94","8.9","8.6","4.6","10.6","3.5","9145","-1.6","41.0","-115.4"
"8.750","57.9725","15","0.0337","0.3183","0.2214","1.2145","1.1829","153.4101","10.9000","0.1300","779.9799","44.98517023","4.85391993","18.0","0.48","0.01","0.95","-2.6","9.8","1.3","10.6","3.5","9215","-1.9","40.9","-115.4"
"8.800","58.3481","15","0.0155","0.3123","0.2588","1.3454","0.5393","153.4362","10.9000","0.1300","1721.8912","44.98517767","4.85392017","18.0","0.46","0.01","0.94","-6.5","4.1","2.4","10.6","3.5","9288","-1.8","40.9","-115.4"
"8.850","59.0103","15","0.0127","0.3140","0.2316","1.2775","0.4389","153.4324","10.9000","0.1300","2139.8752","44.98518524","4.85392035","18.0","0.44","0.01","0.90","2.0","-12.5","5.7","10.6","3.5","9359","-1.4","40.8","-115.3"
"8.900","59.8721","14","-0.0183","0.2996","0.2264","1.1342","-0.6236","153.4340","10.8700","0.1300","1528.0138","44.98519289","4.85392060","18.0","0.42","0.02","0.88","8.5","-22.1","1.5","10.6","3.5","9443","-1.4","40.8","-115.2"
"8.950","60.3538","15","-0.0184","0.2925","0.2332","1.2220","-0.6220","153.4379","10.8000","0.1300","1544.3757","44.98520065","4.85392076","18.0","0.43","0.01","0.88","5.2","5.0","-0.3","10.6","3.5","9513","-1.6","40.9","-115.1"
"9.000","60.6195","15","-0.0059","0.2802","0.2296","1.3634","-0.1984","153.4372","10.8000","0.1300","4862.4868","44.98520835","4.85392099","18.0","0.44","0.00","0.89","-0.7","1.8","-0.3","10.6","3.5","9588","-1.8","41.0","-115.0"
"9.050","60.9160","15","-0.0025","0.2768","0.2469","1.2741","-0.0819","153.4447","10.8000","0.1300","10000.0000","44.98521606","4.85392128","18.0","0.46","0.01","0.89","-3.7","-2.3","2.6","10.6","3.5","9655","-1.8","41.1","-114.9"
"9.100","61.6972","15","0.0007","0.2845","0.2405","1.1105","0.0246","153.4593","10.8000","0.1300","10000.0000","44.98522404","4.85392147","18.0","0.46","0.01","0.90","-3.9","-14.3","0.8","10.6","3.5","9725","-1.6","41.2","-114.9"
"9.150","62.1902","15","-0.0054","0.2873","0.2418","1.1105","-0.1768","153.4634","10.7450","0.1300","5597.4956","44.98523204","4.85392167","18.0","0.45","0.02","0.90","-3.5","10.5","2.0","10.6","3.5","9796","-1.4","41.2","-114.9"
"9.200","62.6796","15","-0.0124","0.2666","0.2340","1.1932","-0.4030","153.4569","10.7000","0.1300","2475.5457","44.98524005","4.85392187","17.9","0.46","0.03","0.90","-0.9","2.6","-1.2","10.6","3.5","9863","-1.2","41.2","-114.8"
"9.250","63.2211","15","-0.0065","0.2346","0.2023","1.0721","-0.2092","153.4405","10.7000","0.1295","4810.7876","44.98524816","4.85392209","17.9","0.48","0.03","0.91","1.7","-10.6","-0.2","10.6","3.5","9936","-1.1","41.3","-114.8"
"9.300","63.5645","15","0.0036","0.2284","0.2220","1.1728","0.1176","153.4396","10.7000","0.1200","8605.8730","44.98525631","4.85392231","18.0","0.46","0.02","0.91","-0.0","23.2","10.3","10.6","3.5","10008","-1.2","41.3","-114.8"
"9.350","64.0742","15","-0.0245","0.2555","0.2213","1.2558","-0.7783","153.4310","10.7000","0.1200","1310.2306","44.98526452","4.85392253","18.0","0.49","0.01","0.90","1.4","36.5","10.7","10.6","3.5","10074","-1.2","41.3","-114.6"
"9.400","64.2914","15","-0.0351","0.2754","0.2246","1.1534","-1.1093","153.4238","10.6200","0.1200","922.4069","44.98527274","4.85392275","18.0","0.48","-0.01","0.91","1.5","5.7","-0.5","10.6","3.5","10160","-1.3","41.2","-114.5"
"9.450","64.6509","15","-0.0125","0.2782","0.2424","1.1185","-0.3937","153.4220","10.6000","0.1200","2613.5952","44.98528102","4.85392284","18.0","0.46","-0.01","0.90","0.4","-36.8","-9.8","10.6","3.5","10220","-1.3","41.3","-114.4"
"9.500","65.1216","15","0.0146","0.2441","0.2149","1.0498","0.4543","153.4139","10.6000","0.1200","2281.2053","44.98528928","4.85392295","18.0","0.43","-0.02","0.87","2.7","-67.4","-15.6","10.6","3.5","10283","-1.2","41.5","-114.4"
"9.550","65.7804","15","-0.0028","0.2240","0.2147","0.8895","-0.0860","153.4128","10.6000","0.1200","10000.0000","44.98529772","4.85392312","18.0","0.44","-0.03","0.84","6.4","-58.1","-17.4","10.6","3.5","10359","-1.1","41.5","-114.3"
"9.600","66.3470","15","-0.0340","0.2252","0.1875","0.8955","-1.0455","153.4173","10.6000","0.1200","1010.0152","44.98530620","4.85392330","18.0","0.43","-0.03","0.82","6.7","-51.6","-16.0","10.6","3.5","10417","-0.8","41.5","-113.9"
